size,subset,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
3,calibrated_logit_margin+calibrated_conf+overlap_signal,1,0,73.9716959511077,3.67,68.67538480038479,57.333333333333336,3.69,189,0.6368131868131868,-1.1095634920634918,2.4977854090354086,1.1533333333333333,1.8666666666666665,0.4769444444444444,3.4899999999999984,3.487606837606837,1.5367292429792427,5.706388888888887
2,calibrated_logit_margin+overlap_signal,1,0,73.9716959511077,3.67,68.61982924482925,57.333333333333336,3.6633333333333336,191,0.5812576312576312,-1.1325396825396825,2.4226190476190474,1.1266666666666667,1.8111111111111113,0.476388888888889,3.4222222222222216,3.4320512820512823,1.4748611111111112,5.645741758241757
3,calibrated_logit_margin+calibrated_conf+gap,1,0,73.9716959511077,3.77,68.41348003848003,57.333333333333336,3.58,182,0.3749084249084249,-1.3836004273504277,2.1489758852258847,1.0433333333333332,1.6047619047619046,-0.15174603174603174,3.649484126984127,3.225702075702076,1.1633287545787545,5.5331822344322354
3,calibrated_logit_margin+calibrated_conf+top_score_z_intra,1,0,72.9716959511077,3.83,68.30236892736893,56.99999999999999,3.6866666666666665,166,0.26379731379731375,-1.5047710622710624,2.0111706349206346,1.15,1.4936507936507937,-0.2845238095238095,3.5100793650793647,3.1145909645909646,1.1069795482295486,5.423479853479853
4,calibrated_logit_margin+calibrated_conf+top_score_z_intra+gap,1,0,73.9716959511077,3.94,68.30236892736893,56.99999999999999,3.7333333333333334,160,0.26379731379731375,-1.5047710622710624,2.0111706349206346,1.1966666666666668,1.4936507936507937,-0.2845238095238095,3.5100793650793647,3.1145909645909646,1.1069795482295486,5.423479853479853
1,answer_stable,0,1,72.45979118920295,2.42,68.0385716135716,56.666666666666664,2.5366666666666666,297,0.0,0.0,0.0,0.0,1.22985347985348,-0.8906822344322345,3.3238415750915755,2.8507936507936504,1.1234523809523809,4.855555555555554
2,answer_stable+calibrated_conf,0,1,72.45979118920295,2.44,67.98728956228956,56.666666666666664,2.5966666666666667,295,-0.05128205128205127,-0.15384615384615383,0.0,0.06,1.1785714285714286,-0.9399404761904764,3.2606547619047617,2.7995115995116,1.0578052503052504,4.776868131868132
2,calibrated_logit_margin+calibrated_conf,1,0,71.9716959511077,2.88,67.73094035594035,56.333333333333336,2.91,272,-0.30763125763125765,-2.177789987789988,1.4935393772893766,0.37333333333333335,0.9222222222222222,-0.9783333333333335,2.9555555555555557,2.543162393162393,0.5073092185592185,4.755622710622711
3,calibrated_conf+overlap_signal+gap,0,0,75.9716959511077,3.97,67.29125781625781,57.333333333333336,3.7666666666666666,151,-0.7473137973137973,-2.951631562881562,1.3386385836385835,1.23,0.48253968253968255,-0.7672222222222224,1.8254365079365078,2.1034798534798536,-0.1184966422466422,4.409888583638583
3,calibrated_conf+overlap_signal+top_score_z_intra,0,0,74.9716959511077,4.01,67.29125781625781,57.333333333333336,3.8933333333333335,135,-0.7473137973137973,-2.951631562881562,1.3386385836385835,1.3566666666666667,0.48253968253968255,-0.7672222222222224,1.8254365079365078,2.1034798534798536,-0.1184966422466422,4.409888583638583
4,calibrated_conf+overlap_signal+top_score_z_intra+gap,0,0,75.9716959511077,4.1,67.29125781625781,57.333333333333336,3.9366666666666665,130,-0.7473137973137973,-2.951631562881562,1.3386385836385835,1.4,0.48253968253968255,-0.7672222222222224,1.8254365079365078,2.1034798534798536,-0.1184966422466422,4.409888583638583
2,overlap_signal+gap,0,0,75.9716959511077,3.97,67.23570226070227,57.333333333333336,3.75,153,-0.802869352869353,-2.9964606227106225,1.279035409035408,1.2133333333333334,0.42698412698412697,-0.822222222222222,1.7698412698412695,2.047924297924298,-0.17464743589743575,4.354107142857143
2,overlap_signal+top_score_z_intra,0,0,74.9716959511077,4.01,67.23570226070227,57.333333333333336,3.8766666666666665,137,-0.802869352869353,-2.9964606227106225,1.279035409035408,1.34,0.42698412698412697,-0.822222222222222,1.7698412698412695,2.047924297924298,-0.17464743589743575,4.354107142857143
3,overlap_signal+top_score_z_intra+gap,0,0,75.9716959511077,4.1,67.23570226070227,57.333333333333336,3.92,132,-0.802869352869353,-2.9964606227106225,1.279035409035408,1.3833333333333333,0.42698412698412697,-0.822222222222222,1.7698412698412695,2.047924297924298,-0.17464743589743575,4.354107142857143
2,calibrated_logit_margin+top_score_z_intra,1,0,72.9716959511077,3.58,66.91348003848003,55.666666666666664,3.3133333333333335,167,-1.125091575091575,-3.4066987179487183,1.063507326007326,0.7766666666666666,0.10476190476190476,-2.217857142857143,2.2884523809523794,1.7257020757020756,-0.7491071428571427,4.216805555555555
