size,n_groups,max_group_size,formula,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
6,4,2,as|cnf&mrg|gap&tzi|ovl,1,1,21.555555555555554,1.71,20.477350427350423,19.333333333333332,1.59,300,-17.822222222222223,-22.33513888888889,-13.644305555555553,-0.98,-27.4978835978836,-32.66801587301587,-22.517579365079364,-22.501587301587296,-27.36269841269841,-17.727162698412695
4,3,2,as|gap&tzi|ovl,0,1,21.555555555555554,1.71,20.477350427350423,19.333333333333332,1.6,300,-17.822222222222223,-22.33513888888889,-13.644305555555553,-0.97,-27.4978835978836,-32.66801587301587,-22.517579365079364,-22.501587301587296,-27.36269841269841,-17.727162698412695
6,5,2,as|cnf|gap&tzi|mrg|ovl,1,1,19.555555555555554,1.58,20.14401709401709,19.0,1.51,300,-18.155555555555555,-22.86222222222222,-13.944444444444443,-1.06,-27.831216931216936,-33.01325396825396,-22.79559523809524,-22.83492063492063,-27.836051587301586,-18.206448412698414
4,4,1,as|cnf|gap|mrg,1,1,17.555555555555554,1.58,20.14401709401709,19.0,1.5433333333333332,300,-18.155555555555555,-22.75611111111111,-13.865555555555556,-1.0266666666666666,-27.831216931216936,-33.30623677248677,-22.55906746031746,-22.83492063492063,-27.548492063492063,-18.433809523809526
5,4,2,as|cnf|gap&tzi|ovl,0,1,21.555555555555554,1.71,20.14401709401709,19.0,1.5833333333333333,300,-18.155555555555555,-22.86222222222222,-13.944444444444443,-0.9866666666666667,-27.831216931216936,-33.01325396825396,-22.79559523809524,-22.83492063492063,-27.836051587301586,-18.206448412698414
5,4,2,as|cnf|gap|mrg&ovl,1,1,19.555555555555554,1.68,20.14401709401709,19.0,1.6066666666666667,300,-18.155555555555555,-22.75611111111111,-13.865555555555556,-0.9633333333333334,-27.831216931216936,-33.30623677248677,-22.55906746031746,-22.83492063492063,-27.548492063492063,-18.433809523809526
5,4,2,as|cnf|gap|mrg&tzi,1,1,19.555555555555554,1.7,20.14401709401709,19.0,1.62,300,-18.155555555555555,-22.75611111111111,-13.865555555555556,-0.95,-27.831216931216936,-33.30623677248677,-22.55906746031746,-22.83492063492063,-27.548492063492063,-18.433809523809526
6,4,3,as|cnf|gap|mrg&ovl&tzi,1,1,19.555555555555554,1.71,20.14401709401709,19.0,1.6366666666666667,300,-18.155555555555555,-22.75611111111111,-13.865555555555556,-0.9333333333333333,-27.831216931216936,-33.30623677248677,-22.55906746031746,-22.83492063492063,-27.548492063492063,-18.433809523809526
3,3,1,as|cnf|gap,0,1,19.555555555555554,1.75,20.14401709401709,19.0,1.65,300,-18.155555555555555,-22.75611111111111,-13.865555555555556,-0.92,-27.831216931216936,-33.30623677248677,-22.55906746031746,-22.83492063492063,-27.548492063492063,-18.433809523809526
6,4,2,as&ovl|cnf|gap&mrg|tzi,1,1,19.305555555555554,1.7,20.14401709401709,19.333333333333332,1.6766666666666667,300,-18.155555555555555,-22.822499999999998,-13.555277777777777,-0.8933333333333333,-27.831216931216936,-33.14895502645503,-22.726825396825394,-22.83492063492063,-27.359563492063494,-18.44515873015873
4,3,2,as&ovl|cnf|tzi,0,1,19.305555555555554,1.75,20.14401709401709,19.333333333333332,1.69,300,-18.155555555555555,-22.822499999999998,-13.555277777777777,-0.88,-27.831216931216936,-33.14895502645503,-22.726825396825394,-22.83492063492063,-27.359563492063494,-18.44515873015873
3,3,1,cnf|gap|tzi,0,0,16.52777777777778,1.76,20.032905982905984,19.0,1.72,300,-18.266666666666666,-23.5,-13.221944444444448,-0.85,-27.94232804232804,-33.233882275132274,-22.748141534391532,-22.946031746031746,-27.568253968253963,-18.38861111111111
5,4,2,as&ovl|cnf|mrg|tzi,1,1,17.305555555555557,1.57,19.92179487179487,19.333333333333332,1.5933333333333333,300,-18.37777777777778,-23.033611111111107,-13.83027777777778,-0.9766666666666667,-28.053439153439154,-33.20027777777778,-22.908816137566134,-23.057142857142853,-27.46071428571429,-18.620595238095238
6,5,2,as|cnf|gap|mrg|ovl&tzi,1,1,17.555555555555554,1.57,19.89401709401709,18.666666666666668,1.54,300,-18.405555555555555,-22.972638888888884,-14.116527777777776,-1.03,-28.081216931216936,-33.685370370370364,-22.80071428571429,-23.084920634920632,-27.784623015873017,-18.595337301587303
5,4,2,as|cnf|gap|ovl&tzi,0,1,19.555555555555554,1.7,19.89401709401709,18.666666666666668,1.6333333333333333,300,-18.405555555555555,-22.972638888888884,-14.116527777777776,-0.9366666666666666,-28.081216931216936,-33.685370370370364,-22.80071428571429,-23.084920634920632,-27.784623015873017,-18.595337301587303
